Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
-37.0,-28.0,-31.0,-25.0,-34.0,-33.0,-26.0,-2.0,-40.0,-50.0,-33.0,-30.0,-29.0,-40.0,-50.0,-34.0,-46.0,-48.0,-39.0,-26.0,-26.0,-167.0,-162.0,-169.0,-135.0,-111.0,-34.0,-104.0,-139.0,-54.0,-68.0,-48.0,-39.0,-40.0,-61.0,-58.0,-66.0,-29.0,-32.0,-72.0,-29.0,10.0,-34.0,1.0,-12.0,-44.0,-11.0,3.0,-14.0,-29.0,-27.0,-19.0,-22.0,-27.0,-41.0,-20.0,-18.0,-11.0,-36.0,-17.0,-14.0,-26.0,24.0,-26.0
-34.0,-26.0,-34.0,-20.0,-31.0,-30.0,-25.0,1.0,-37.0,-44.0,-29.0,-26.0,-26.0,-32.0,-44.0,-31.0,-42.0,-45.0,-34.0,-23.0,-22.0,-160.0,-157.0,-165.0,-129.0,-105.0,-32.0,-103.0,-142.0,-51.0,-66.0,-48.0,-36.0,-38.0,-58.0,-62.0,-69.0,-41.0,-29.0,-83.0,-31.0,9.0,-5.0,3.0,-13.0,-43.0,-10.0,6.0,-11.0,-24.0,-25.0,-18.0,-18.0,-27.0,-36.0,-20.0,-18.0,-11.0,-34.0,-14.0,-10.0,-24.0,24.0,-25.0
-35.0,-24.0,-37.0,-19.0,-35.0,-34.0,-33.0,-5.0,-38.0,-42.0,-26.0,-30.0,-28.0,-34.0,-43.0,-30.0,-40.0,-42.0,-35.0,-24.0,-27.0,-166.0,-164.0,-175.0,-135.0,-110.0,-38.0,-114.0,-150.0,-55.0,-69.0,-52.0,-36.0,-44.0,-61.0,-66.0,-76.0,-52.0,-31.0,-86.0,-35.0,9.0,-29.0,3.0,-9.0,-50.0,-10.0,7.0,-10.0,-24.0,-26.0,-23.0,-24.0,-32.0,-35.0,-26.0,-21.0,-11.0,-41.0,-18.0,-14.0,-25.0,19.0,-29.0
-36.0,-20.0,-33.0,-19.0,-33.0,-32.0,-30.0,-9.0,-37.0,-42.0,-27.0,-32.0,-30.0,-39.0,-42.0,-30.0,-43.0,-45.0,-40.0,-29.0,-32.0,-168.0,-166.0,-175.0,-134.0,-112.0,-35.0,-114.0,-147.0,-62.0,-72.0,-53.0,-39.0,-46.0,-61.0,-63.0,-73.0,-43.0,-40.0,-82.0,-39.0,17.0,-26.0,8.0,-8.0,-56.0,-10.0,3.0,-13.0,-26.0,-30.0,-30.0,-31.0,-39.0,-43.0,-26.0,-23.0,-15.0,-48.0,-22.0,-18.0,-30.0,13.0,-32.0
-46.0,-28.0,-39.0,-26.0,-40.0,-39.0,-30.0,-13.0,-43.0,-50.0,-34.0,-39.0,-35.0,-45.0,-44.0,-32.0,-48.0,-51.0,-45.0,-34.0,-39.0,-168.0,-166.0,-175.0,-128.0,-110.0,-37.0,-114.0,-146.0,-64.0,-68.0,-55.0,-42.0,-45.0,-61.0,-63.0,-70.0,-36.0,-39.0,-80.0,-34.0,14.0,-21.0,1.0,-5.0,-56.0,0.0,10.0,-7.0,-21.0,-26.0,-25.0,-22.0,-29.0,-40.0,-20.0,-17.0,-10.0,-42.0,-12.0,-10.0,-20.0,24.0,-21.0
-33.0,-22.0,-32.0,-20.0,-37.0,-35.0,-27.0,5.0,-30.0,-42.0,-23.0,-30.0,-27.0,-41.0,-34.0,-20.0,-36.0,-41.0,-31.0,-23.0,-32.0,-156.0,-153.0,-164.0,-115.0,-99.0,-30.0,-103.0,-136.0,-44.0,-54.0,-42.0,-33.0,-37.0,-56.0,-56.0,-65.0,-35.0,-21.0,-77.0,-16.0,11.0,2.0,4.0,10.0,-47.0,8.0,21.0,1.0,-12.0,-15.0,-15.0,-13.0,-17.0,-33.0,-13.0,-10.0,-2.0,-35.0,-5.0,-4.0,-17.0,29.0,-16.0
-21.0,-14.0,-24.0,-13.0,-31.0,-29.0,-27.0,15.0,-20.0,-33.0,-17.0,-24.0,-23.0,-38.0,-28.0,-17.0,-33.0,-34.0,-26.0,-18.0,-28.0,-159.0,-155.0,-164.0,-122.0,-102.0,-30.0,-101.0,-134.0,-49.0,-62.0,-41.0,-35.0,-39.0,-56.0,-56.0,-63.0,-36.0,-26.0,-79.0,-25.0,13.0,-11.0,3.0,-2.0,-50.0,2.0,16.0,-2.0,-12.0,-16.0,-15.0,-14.0,-23.0,-39.0,-8.0,-10.0,-4.0,-35.0,-10.0,-3.0,-22.0,23.0,-17.0
-34.0,-20.0,-21.0,-16.0,-32.0,-31.0,-26.0,5.0,-29.0,-34.0,-20.0,-25.0,-25.0,-36.0,-35.0,-23.0,-34.0,-37.0,-30.0,-22.0,-31.0,-164.0,-160.0,-168.0,-125.0,-107.0,-35.0,-106.0,-137.0,-64.0,-70.0,-51.0,-41.0,-42.0,-60.0,-59.0,-62.0,-39.0,-36.0,-78.0,-33.0,13.0,-7.0,0.0,-11.0,-53.0,-3.0,11.0,-9.0,-17.0,-20.0,-18.0,-18.0,-28.0,-43.0,-13.0,-15.0,-5.0,-40.0,-14.0,-7.0,-26.0,23.0,-21.0
-43.0,-25.0,-24.0,-20.0,-37.0,-37.0,-30.0,-3.0,-35.0,-40.0,-26.0,-30.0,-27.0,-43.0,-44.0,-29.0,-39.0,-42.0,-35.0,-27.0,-33.0,-165.0,-161.0,-171.0,-127.0,-109.0,-40.0,-114.0,-147.0,-73.0,-74.0,-57.0,-45.0,-45.0,-64.0,-63.0,-78.0,-40.0,-48.0,-84.0,-43.0,12.0,-19.0,1.0,-15.0,-51.0,-2.0,10.0,-14.0,-20.0,-22.0,-22.0,-21.0,-32.0,-42.0,-15.0,-16.0,-4.0,-42.0,-13.0,-10.0,-29.0,21.0,-22.0
-36.0,-18.0,-20.0,-17.0,-35.0,-34.0,-28.0,3.0,-30.0,-34.0,-23.0,-27.0,-25.0,-41.0,-38.0,-21.0,-33.0,-37.0,-31.0,-24.0,-30.0,-152.0,-147.0,-157.0,-112.0,-95.0,-26.0,-102.0,-131.0,-56.0,-56.0,-40.0,-32.0,-33.0,-55.0,-53.0,-65.0,-32.0,-31.0,-81.0,-27.0,12.0,-2.0,1.0,2.0,-54.0,4.0,20.0,-6.0,-10.0,-17.0,-21.0,-18.0,-30.0,-39.0,-5.0,-10.0,0.0,-42.0,-11.0,-6.0,-26.0,21.0,-20.0
