Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
13.0,2.0,-30.0,-11.0,-19.0,2.0,12.0,-22.0,-1.0,-12.0,-11.0,4.0,11.0,11.0,-29.0,-10.0,2.0,2.0,2.0,-30.0,22.0,-41.0,-37.0,-29.0,-53.0,-13.0,-25.0,-13.0,-8.0,13.0,-126.0,3.0,0.0,-20.0,-2.0,1.0,10.0,12.0,-10.0,23.0,-12.0,23.0,-6.0,22.0,-18.0,34.0,-13.0,-4.0,21.0,3.0,11.0,14.0,8.0,4.0,20.0,-33.0,16.0,12.0,13.0,11.0,-12.0,16.0,15.0,-14.0
24.0,20.0,-12.0,10.0,-2.0,13.0,25.0,-7.0,16.0,4.0,1.0,14.0,25.0,21.0,-10.0,3.0,12.0,10.0,6.0,-27.0,21.0,-46.0,-44.0,-37.0,-20.0,-3.0,-13.0,-15.0,-10.0,15.0,-126.0,10.0,3.0,-17.0,-3.0,-7.0,11.0,12.0,-7.0,1.0,-12.0,-8.0,-6.0,-9.0,-1.0,-6.0,-14.0,-4.0,18.0,-4.0,1.0,5.0,-2.0,-6.0,0.0,-39.0,9.0,8.0,7.0,8.0,-16.0,12.0,8.0,-23.0
2.0,10.0,-14.0,4.0,-12.0,8.0,20.0,0.0,13.0,1.0,-3.0,16.0,10.0,10.0,2.0,5.0,14.0,10.0,5.0,-29.0,16.0,-44.0,-41.0,-32.0,-29.0,-12.0,-13.0,-18.0,-13.0,14.0,-144.0,10.0,11.0,-12.0,2.0,-2.0,5.0,7.0,2.0,32.0,-3.0,2.0,1.0,3.0,10.0,13.0,1.0,4.0,29.0,4.0,12.0,23.0,11.0,10.0,15.0,-24.0,11.0,17.0,16.0,16.0,-10.0,23.0,18.0,-13.0
23.0,24.0,-2.0,21.0,4.0,12.0,22.0,19.0,29.0,13.0,10.0,17.0,6.0,13.0,-13.0,3.0,11.0,16.0,13.0,-9.0,29.0,-16.0,-13.0,-11.0,-12.0,1.0,-8.0,-11.0,-5.0,22.0,-144.0,26.0,25.0,-3.0,14.0,13.0,13.0,14.0,-4.0,4.0,-16.0,23.0,-9.0,24.0,-49.0,30.0,-17.0,-15.0,26.0,4.0,8.0,23.0,15.0,15.0,20.0,-15.0,16.0,24.0,21.0,12.0,0.0,26.0,25.0,-4.0
37.0,33.0,6.0,31.0,12.0,22.0,34.0,46.0,40.0,21.0,21.0,39.0,15.0,20.0,4.0,13.0,21.0,24.0,26.0,-9.0,32.0,-17.0,-15.0,-35.0,-7.0,-5.0,-5.0,-21.0,-15.0,-9.0,-116.0,25.0,22.0,-1.0,15.0,11.0,10.0,11.0,-8.0,25.0,-7.0,5.0,-4.0,8.0,25.0,6.0,18.0,-7.0,23.0,5.0,11.0,22.0,15.0,17.0,20.0,-4.0,21.0,21.0,22.0,22.0,4.0,29.0,24.0,-6.0
-5.0,15.0,-2.0,18.0,2.0,4.0,1.0,-29.0,13.0,5.0,7.0,32.0,1.0,14.0,-29.0,-10.0,9.0,12.0,14.0,-25.0,21.0,-46.0,-44.0,-42.0,-12.0,21.0,-12.0,-26.0,-22.0,25.0,-158.0,4.0,15.0,-10.0,14.0,-3.0,-3.0,-3.0,-10.0,-5.0,-24.0,13.0,-16.0,19.0,-43.0,14.0,10.0,-19.0,24.0,7.0,14.0,20.0,12.0,10.0,13.0,18.0,34.0,30.0,17.0,3.0,25.0,39.0,31.0,10.0
25.0,34.0,14.0,27.0,7.0,18.0,22.0,75.0,40.0,24.0,15.0,44.0,4.0,23.0,6.0,15.0,27.0,24.0,21.0,-14.0,15.0,-27.0,-24.0,-35.0,-23.0,-4.0,-15.0,-21.0,-18.0,18.0,-133.0,12.0,10.0,-18.0,3.0,-21.0,-12.0,-11.0,6.0,8.0,4.0,-11.0,7.0,-6.0,23.0,-10.0,20.0,-15.0,24.0,-5.0,6.0,11.0,6.0,9.0,14.0,13.0,24.0,25.0,13.0,9.0,6.0,20.0,21.0,-8.0
-42.0,-8.0,-15.0,5.0,-12.0,-1.0,9.0,-49.0,-12.0,-4.0,-5.0,33.0,-12.0,17.0,-19.0,-9.0,11.0,12.0,14.0,-20.0,19.0,-25.0,-21.0,-4.0,-16.0,-5.0,-17.0,-27.0,-22.0,21.0,-134.0,14.0,15.0,-4.0,11.0,-13.0,-4.0,-1.0,14.0,1.0,15.0,16.0,21.0,22.0,32.0,16.0,27.0,-2.0,40.0,5.0,20.0,17.0,10.0,3.0,2.0,-10.0,31.0,26.0,8.0,1.0,-3.0,18.0,24.0,-5.0
13.0,29.0,18.0,32.0,8.0,21.0,24.0,24.0,13.0,12.0,10.0,41.0,3.0,14.0,-9.0,4.0,17.0,18.0,16.0,-25.0,15.0,-37.0,-33.0,-30.0,-51.0,-12.0,-1.0,-16.0,-10.0,-64.0,-130.0,29.0,26.0,6.0,23.0,-7.0,4.0,5.0,-41.0,2.0,-31.0,2.0,-27.0,5.0,9.0,4.0,13.0,-12.0,21.0,1.0,14.0,13.0,7.0,1.0,-1.0,-7.0,21.0,21.0,2.0,-13.0,-14.0,8.0,12.0,-17.0
3.0,17.0,14.0,30.0,-2.0,13.0,-3.0,-4.0,4.0,10.0,8.0,23.0,-15.0,10.0,-14.0,-1.0,6.0,16.0,15.0,-34.0,6.0,-35.0,-31.0,-20.0,-25.0,9.0,-10.0,-9.0,-4.0,42.0,-133.0,21.0,30.0,14.0,23.0,-1.0,10.0,12.0,7.0,20.0,4.0,-5.0,11.0,1.0,17.0,6.0,13.0,-6.0,22.0,2.0,21.0,18.0,10.0,7.0,-2.0,-1.0,26.0,25.0,11.0,1.0,-3.0,11.0,16.0,-3.0
8.0,22.0,20.0,44.0,15.0,33.0,31.0,31.0,22.0,27.0,17.0,35.0,-6.0,29.0,6.0,11.0,12.0,26.0,24.0,-21.0,22.0,-22.0,-17.0,-17.0,-18.0,8.0,5.0,-1.0,3.0,1.0,-122.0,18.0,33.0,22.0,36.0,14.0,20.0,23.0,-1.0,27.0,-1.0,18.0,1.0,24.0,15.0,36.0,19.0,2.0,27.0,13.0,31.0,33.0,25.0,16.0,4.0,24.0,39.0,39.0,16.0,-1.0,4.0,18.0,22.0,-5.0
29.0,34.0,25.0,48.0,31.0,45.0,54.0,45.0,24.0,32.0,20.0,40.0,-1.0,29.0,12.0,20.0,18.0,35.0,32.0,-22.0,30.0,-13.0,-10.0,-18.0,7.0,5.0,2.0,8.0,13.0,25.0,-147.0,10.0,28.0,15.0,38.0,20.0,25.0,26.0,23.0,1.0,21.0,4.0,30.0,11.0,33.0,2.0,37.0,23.0,43.0,29.0,44.0,45.0,38.0,31.0,24.0,43.0,58.0,60.0,34.0,27.0,51.0,58.0,61.0,43.0
20.0,27.0,30.0,53.0,29.0,37.0,9.0,86.0,33.0,44.0,25.0,45.0,-7.0,11.0,48.0,40.0,41.0,44.0,41.0,-24.0,32.0,-14.0,-11.0,-17.0,-11.0,9.0,-3.0,-8.0,-4.0,42.0,-110.0,20.0,33.0,6.0,33.0,5.0,14.0,13.0,34.0,27.0,33.0,-22.0,34.0,-17.0,45.0,2.0,51.0,39.0,45.0,37.0,47.0,43.0,37.0,29.0,32.0,61.0,69.0,59.0,32.0,40.0,49.0,57.0,51.0,57.0
41.0,38.0,30.0,49.0,26.0,32.0,15.0,93.0,48.0,51.0,27.0,52.0,-3.0,29.0,42.0,45.0,48.0,43.0,45.0,-14.0,35.0,-7.0,-5.0,-30.0,-24.0,12.0,-1.0,-3.0,2.0,44.0,-140.0,31.0,37.0,20.0,45.0,23.0,6.0,8.0,30.0,26.0,32.0,-5.0,36.0,1.0,68.0,18.0,67.0,50.0,63.0,52.0,66.0,63.0,55.0,55.0,62.0,64.0,74.0,68.0,55.0,67.0,50.0,71.0,65.0,74.0
50.0,45.0,51.0,65.0,46.0,49.0,25.0,67.0,49.0,55.0,40.0,70.0,17.0,36.0,42.0,48.0,53.0,49.0,55.0,3.0,43.0,-31.0,-29.0,-47.0,-14.0,-5.0,-12.0,0.0,5.0,35.0,-152.0,6.0,17.0,11.0,33.0,15.0,2.0,3.0,32.0,17.0,34.0,11.0,36.0,17.0,49.0,33.0,53.0,39.0,50.0,34.0,47.0,49.0,41.0,42.0,44.0,56.0,53.0,49.0,42.0,60.0,40.0,59.0,58.0,69.0
-3.0,6.0,18.0,33.0,29.0,30.0,22.0,45.0,22.0,25.0,9.0,39.0,-2.0,38.0,30.0,27.0,23.0,17.0,27.0,-12.0,34.0,-30.0,-28.0,-32.0,-10.0,7.0,-21.0,-20.0,-16.0,41.0,-146.0,-6.0,4.0,-8.0,6.0,5.0,12.0,14.0,23.0,32.0,16.0,-3.0,20.0,7.0,32.0,24.0,23.0,13.0,35.0,14.0,25.0,31.0,24.0,28.0,40.0,46.0,45.0,33.0,26.0,40.0,30.0,47.0,46.0,54.0
29.0,21.0,10.0,22.0,20.0,22.0,16.0,78.0,26.0,27.0,4.0,31.0,-22.0,-1.0,30.0,22.0,23.0,11.0,20.0,-26.0,17.0,-55.0,-54.0,-41.0,-49.0,-31.0,-26.0,-34.0,-30.0,19.0,-148.0,-7.0,2.0,-12.0,-1.0,-7.0,-18.0,-15.0,8.0,-6.0,5.0,-5.0,10.0,2.0,27.0,-4.0,33.0,12.0,29.0,3.0,17.0,24.0,12.0,13.0,11.0,28.0,31.0,17.0,6.0,26.0,17.0,34.0,25.0,37.0
-21.0,-14.0,-8.0,4.0,2.0,2.0,-9.0,-26.0,-17.0,2.0,-17.0,12.0,-43.0,-13.0,1.0,-9.0,-2.0,-11.0,-3.0,-55.0,2.0,-69.0,-64.0,-32.0,-70.0,-34.0,-36.0,-30.0,-25.0,8.0,-139.0,-18.0,-8.0,-25.0,-6.0,-12.0,-21.0,-20.0,1.0,0.0,7.0,2.0,10.0,10.0,6.0,2.0,-1.0,-6.0,3.0,-15.0,-1.0,8.0,-4.0,-2.0,-3.0,-7.0,7.0,6.0,-8.0,3.0,-14.0,5.0,10.0,-2.0
