Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
-54.0,-73.0,-55.0,-68.0,-50.0,-31.0,-30.0,-52.0,-52.0,-71.0,-63.0,-44.0,-29.0,-33.0,-50.0,-55.0,-54.0,-54.0,-34.0,-48.0,-23.0,-42.0,-37.0,-27.0,-80.0,-76.0,-55.0,-48.0,-25.0,-36.0,-63.0,-59.0,-49.0,-53.0,-38.0,-20.0,8.0,-2.0,-25.0,-13.0,-32.0,8.0,-10.0,-1.0,-29.0,-17.0,-17.0,-51.0,-27.0,-39.0,-38.0,-37.0,-33.0,-22.0,-33.0,-56.0,-35.0,-17.0,-13.0,-41.0,-42.0,-16.0,-26.0,-24.0
-33.0,-62.0,-46.0,-55.0,-35.0,-15.0,-21.0,-34.0,-44.0,-58.0,-45.0,-24.0,-7.0,-22.0,-33.0,-43.0,-39.0,-33.0,-13.0,-24.0,-7.0,-46.0,-24.0,-17.0,-50.0,-49.0,-51.0,-39.0,-11.0,-16.0,-62.0,-46.0,-45.0,-46.0,-24.0,-13.0,23.0,2.0,-13.0,-4.0,-8.0,20.0,13.0,8.0,-11.0,-3.0,0.0,-32.0,-11.0,-18.0,-13.0,-11.0,-11.0,-3.0,-17.0,-32.0,-15.0,4.0,4.0,-27.0,-23.0,6.0,-15.0,-8.0
-22.0,-52.0,-43.0,-49.0,-32.0,-12.0,-23.0,-33.0,-37.0,-50.0,-38.0,-18.0,-2.0,-18.0,-27.0,-39.0,-32.0,-24.0,-11.0,-18.0,-1.0,-23.0,-36.0,-39.0,-42.0,-40.0,-44.0,-30.0,-15.0,-15.0,-49.0,-53.0,-50.0,-49.0,-29.0,-6.0,24.0,1.0,-20.0,-6.0,-22.0,16.0,-3.0,7.0,-40.0,-7.0,-20.0,-54.0,-28.0,-39.0,-33.0,-27.0,-31.0,-23.0,-35.0,-62.0,-48.0,-19.0,-16.0,-52.0,-50.0,-23.0,-45.0,-39.0
-40.0,-63.0,-45.0,-50.0,-33.0,-13.0,-24.0,-50.0,-50.0,-58.0,-44.0,-34.0,-14.0,-23.0,-45.0,-54.0,-45.0,-40.0,-33.0,-33.0,-16.0,-13.0,-21.0,-12.0,-31.0,-23.0,-39.0,-25.0,1.0,-23.0,-45.0,-64.0,-44.0,-45.0,-26.0,5.0,35.0,11.0,-26.0,-8.0,-30.0,13.0,-21.0,4.0,-52.0,-9.0,-31.0,-67.0,-38.0,-50.0,-46.0,-41.0,-44.0,-45.0,-39.0,-67.0,-60.0,-27.0,-31.0,-67.0,-60.0,-31.0,-61.0,-44.0
-28.0,-57.0,-36.0,-48.0,-40.0,-22.0,-12.0,-36.0,-37.0,-55.0,-51.0,-49.0,-26.0,-35.0,-46.0,-55.0,-49.0,-52.0,-48.0,-40.0,-31.0,-29.0,-17.0,-13.0,-54.0,-31.0,-42.0,-27.0,-10.0,-21.0,-43.0,-46.0,-37.0,-44.0,-31.0,-8.0,30.0,-1.0,-24.0,-13.0,-18.0,6.0,-16.0,-5.0,-47.0,-17.0,-25.0,-64.0,-35.0,-45.0,-44.0,-42.0,-44.0,-44.0,-37.0,-49.0,-52.0,-16.0,-26.0,-48.0,-49.0,-10.0,-46.0,-23.0
-20.0,-46.0,-26.0,-41.0,-37.0,-22.0,-8.0,-24.0,-29.0,-42.0,-43.0,-41.0,-22.0,-23.0,-33.0,-34.0,-34.0,-36.0,-34.0,-26.0,-24.0,-33.0,-34.0,-29.0,-63.0,-41.0,-33.0,-8.0,-33.0,-17.0,-30.0,-35.0,-27.0,-33.0,-22.0,-3.0,45.0,-1.0,-22.0,-3.0,-24.0,13.0,-12.0,1.0,-33.0,-6.0,-13.0,-53.0,-18.0,-28.0,-32.0,-27.0,-34.0,-36.0,-27.0,-37.0,-42.0,-1.0,-13.0,-29.0,-37.0,5.0,-27.0,-16.0
-45.0,-56.0,-29.0,-34.0,-32.0,-21.0,-10.0,-32.0,-36.0,-45.0,-45.0,-38.0,-20.0,-21.0,-36.0,-37.0,-35.0,-37.0,-36.0,-27.0,-28.0,-50.0,-27.0,-31.0,-95.0,-32.0,-36.0,-14.0,-27.0,-34.0,-41.0,-45.0,-34.0,-37.0,-21.0,-4.0,31.0,-3.0,-32.0,-7.0,-33.0,12.0,-12.0,-2.0,-34.0,-3.0,-19.0,-63.0,-22.0,-29.0,-33.0,-21.0,-26.0,-27.0,-21.0,-32.0,-43.0,3.0,-8.0,-16.0,-35.0,10.0,-7.0,-11.0
-56.0,-67.0,-37.0,-37.0,-34.0,-25.0,-17.0,-51.0,-40.0,-53.0,-46.0,-35.0,-23.0,-30.0,-46.0,-49.0,-44.0,-43.0,-38.0,-28.0,-24.0,-25.0,-22.0,-28.0,-85.0,-29.0,-26.0,-24.0,-6.0,-40.0,-40.0,-40.0,-26.0,-32.0,-17.0,4.0,20.0,1.0,-34.0,-6.0,-33.0,10.0,-8.0,0.0,-40.0,-3.0,-26.0,-68.0,-31.0,-33.0,-32.0,-20.0,-20.0,-20.0,-18.0,-28.0,-48.0,-1.0,-5.0,-15.0,-32.0,7.0,-3.0,-10.0
-38.0,-56.0,-29.0,-33.0,-24.0,-22.0,-12.0,-59.0,-37.0,-47.0,-37.0,-28.0,-16.0,-22.0,-46.0,-51.0,-49.0,-40.0,-34.0,-23.0,-18.0,-6.0,-12.0,-9.0,-47.0,-24.0,-13.0,-12.0,21.0,-20.0,-36.0,-30.0,-20.0,-24.0,-16.0,3.0,36.0,15.0,-23.0,-1.0,-25.0,10.0,-1.0,5.0,-43.0,-4.0,-31.0,-73.0,-41.0,-46.0,-41.0,-32.0,-31.0,-27.0,-19.0,-48.0,-62.0,-19.0,-22.0,-33.0,-42.0,-12.0,-11.0,-18.0
-25.0,-58.0,-29.0,-33.0,-27.0,-27.0,-3.0,-52.0,-45.0,-59.0,-51.0,-35.0,-16.0,-24.0,-55.0,-62.0,-57.0,-55.0,-45.0,-22.0,-24.0,5.0,-4.0,-6.0,-11.0,-31.0,-14.0,-12.0,26.0,-12.0,-26.0,-29.0,-21.0,-27.0,-12.0,6.0,45.0,16.0,-21.0,4.0,-34.0,9.0,-3.0,12.0,-46.0,-3.0,-39.0,-86.0,-50.0,-55.0,-50.0,-46.0,-42.0,-40.0,-24.0,-61.0,-73.0,-34.0,-43.0,-59.0,-56.0,-34.0,-22.0,-36.0
