Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
-1.0,-13.0,-5.0,-17.0,-20.0,-27.0,-45.0,-10.0,-12.0,-7.0,8.0,10.0,-6.0,-55.0,-21.0,-10.0,-7.0,3.0,3.0,20.0,-10.0,-80.0,-68.0,-77.0,-68.0,-61.0,-26.0,-40.0,-32.0,-6.0,27.0,-15.0,-28.0,-10.0,-37.0,-33.0,4.0,-34.0,-10.0,-18.0,-14.0,10.0,-5.0,2.0,-12.0,55.0,-28.0,-5.0,-27.0,-16.0,-2.0,-2.0,1.0,-10.0,-25.0,-4.0,10.0,-11.0,-7.0,-1.0,-19.0,2.0,-1.0,8.0
2.0,-32.0,-6.0,-8.0,-17.0,-14.0,-3.0,-18.0,-13.0,-6.0,8.0,6.0,7.0,-23.0,-27.0,-17.0,-17.0,-2.0,3.0,25.0,12.0,-52.0,-85.0,-154.0,-62.0,-88.0,-11.0,-81.0,-69.0,-5.0,12.0,-17.0,-10.0,6.0,4.0,6.0,-50.0,-50.0,-13.0,-23.0,-13.0,49.0,7.0,-12.0,-2.0,62.0,-18.0,-4.0,-20.0,-20.0,1.0,3.0,12.0,5.0,-2.0,-2.0,10.0,-9.0,1.0,14.0,-14.0,6.0,13.0,20.0
-5.0,-26.0,-1.0,3.0,-4.0,-4.0,-5.0,-8.0,-1.0,-4.0,13.0,12.0,8.0,-20.0,-26.0,-10.0,-12.0,1.0,4.0,26.0,37.0,-73.0,-87.0,-96.0,-62.0,-139.0,-52.0,-160.0,-145.0,-19.0,-36.0,-35.0,-22.0,-5.0,17.0,16.0,-51.0,-31.0,-18.0,-32.0,-10.0,-28.0,15.0,-16.0,-4.0,43.0,-13.0,-9.0,-22.0,-25.0,-5.0,-3.0,3.0,1.0,-8.0,-4.0,10.0,-17.0,-6.0,5.0,-14.0,-4.0,2.0,-14.0
-26.0,-22.0,-22.0,-15.0,-19.0,-17.0,-57.0,-10.0,-4.0,-13.0,-1.0,-3.0,-16.0,-53.0,-35.0,-7.0,-14.0,-13.0,-13.0,-5.0,-20.0,-121.0,-66.0,-8.0,-108.0,-124.0,-42.0,-77.0,-64.0,-44.0,-90.0,-59.0,-56.0,-40.0,-98.0,-98.0,-23.0,-21.0,-38.0,-46.0,-24.0,-50.0,9.0,-1.0,-7.0,50.0,-7.0,-9.0,-17.0,-25.0,-15.0,-14.0,-17.0,-8.0,-28.0,5.0,18.0,-12.0,-5.0,0.0,-2.0,11.0,4.0,16.0
-12.0,-37.0,-52.0,-48.0,-64.0,-55.0,-69.0,-35.0,-33.0,-34.0,-27.0,-32.0,-46.0,-73.0,-48.0,-21.0,-40.0,-35.0,-29.0,-22.0,-40.0,-101.0,-64.0,-52.0,-169.0,-75.0,-83.0,-3.0,7.0,-60.0,-69.0,-73.0,-87.0,-73.0,-99.0,-92.0,27.0,-9.0,-56.0,-18.0,-40.0,-10.0,-7.0,4.0,-23.0,54.0,-22.0,-14.0,-27.0,-31.0,-24.0,-22.0,-21.0,-5.0,-23.0,6.0,17.0,-11.0,0.0,1.0,-1.0,15.0,3.0,13.0
-43.0,-65.0,-65.0,-55.0,-67.0,-60.0,-23.0,-42.0,-45.0,-54.0,-27.0,-23.0,-27.0,-44.0,-48.0,-22.0,-42.0,-32.0,-22.0,-8.0,-10.0,-61.0,-59.0,-51.0,-59.0,-94.0,-66.0,-39.0,-29.0,-34.0,-18.0,-37.0,-69.0,-53.0,-30.0,-29.0,29.0,-13.0,-35.0,0.0,-24.0,-17.0,4.0,-5.0,-8.0,48.0,-10.0,3.0,-13.0,-18.0,-13.0,-11.0,-8.0,-1.0,-16.0,22.0,34.0,-3.0,3.0,-10.0,4.0,19.0,1.0,0.0
-33.0,-43.0,-35.0,-29.0,-28.0,-20.0,-13.0,-18.0,-18.0,-37.0,-3.0,-5.0,-12.0,-53.0,-22.0,6.0,-20.0,-14.0,-12.0,-4.0,-15.0,-51.0,-48.0,-110.0,-10.0,-53.0,-54.0,-83.0,-70.0,-2.0,-30.0,-43.0,-47.0,-34.0,-10.0,-11.0,-70.0,-30.0,-20.0,6.0,-10.0,-21.0,14.0,5.0,20.0,31.0,13.0,15.0,3.0,-14.0,-7.0,-4.0,-4.0,-13.0,-8.0,31.0,41.0,3.0,15.0,7.0,4.0,29.0,17.0,28.0
-27.0,-40.0,-38.0,-36.0,-22.0,-15.0,-22.0,-22.0,-18.0,-41.0,-5.0,-11.0,-10.0,-60.0,-21.0,-5.0,-24.0,-17.0,-12.0,2.0,-13.0,-77.0,-53.0,-77.0,-58.0,-58.0,-59.0,-97.0,-85.0,-22.0,-68.0,-69.0,-50.0,-43.0,-8.0,-6.0,-46.0,3.0,-41.0,-12.0,-15.0,-13.0,15.0,10.0,8.0,33.0,2.0,-6.0,-13.0,-26.0,-10.0,5.0,13.0,-1.0,2.0,13.0,25.0,-5.0,26.0,32.0,-10.0,19.0,22.0,16.0
-59.0,-25.0,-27.0,-25.0,-6.0,-3.0,1.0,-14.0,-7.0,-27.0,13.0,14.0,18.0,-32.0,-18.0,-5.0,-7.0,1.0,9.0,32.0,21.0,-93.0,-83.0,-86.0,-74.0,-78.0,-35.0,-87.0,-76.0,-36.0,-80.0,-56.0,-25.0,-21.0,-6.0,-4.0,-58.0,-5.0,-16.0,-26.0,0.0,-12.0,24.0,15.0,20.0,56.0,11.0,2.0,1.0,-4.0,15.0,34.0,34.0,21.0,10.0,26.0,39.0,19.0,43.0,48.0,8.0,38.0,37.0,48.0
7.0,18.0,10.0,14.0,13.0,18.0,34.0,9.0,33.0,13.0,44.0,36.0,33.0,-22.0,2.0,23.0,18.0,24.0,27.0,47.0,20.0,-52.0,-78.0,-31.0,-65.0,-86.0,-21.0,-11.0,1.0,-3.0,-37.0,-2.0,-3.0,-12.0,-34.0,-35.0,7.0,18.0,11.0,-7.0,22.0,20.0,34.0,18.0,40.0,53.0,33.0,18.0,17.0,12.0,23.0,33.0,16.0,6.0,12.0,27.0,39.0,17.0,27.0,23.0,4.0,30.0,21.0,24.0
