Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
52.0,37.0,38.0,30.0,26.0,25.0,-1.0,61.0,40.0,23.0,37.0,23.0,5.0,6.0,9.0,7.0,6.0,5.0,-10.0,1.0,1.0,-41.0,7.0,-23.0,15.0,15.0,3.0,-18.0,-18.0,5.0,20.0,20.0,18.0,11.0,-17.0,-17.0,-15.0,4.0,-30.0,-8.0,26.0,8.0,-7.0,-27.0,20.0,-11.0,-4.0,-4.0,-5.0,-7.0,-7.0,-24.0,-7.0,-7.0,-6.0,-5.0,10.0,2.0,-22.0,-26.0,-20.0,-16.0,-18.0,-28.0
-31.0,-9.0,-7.0,-2.0,-11.0,-12.0,-6.0,-5.0,-6.0,-11.0,6.0,-14.0,-30.0,-31.0,-33.0,-25.0,-25.0,-26.0,-34.0,-24.0,-17.0,-44.0,-20.0,-15.0,15.0,-9.0,-8.0,-24.0,-21.0,13.0,-18.0,-16.0,-18.0,-4.0,7.0,6.0,9.0,63.0,23.0,-4.0,16.0,7.0,8.0,-28.0,15.0,-10.0,-15.0,-17.0,-16.0,-18.0,-12.0,-28.0,-10.0,-7.0,7.0,-9.0,8.0,3.0,-21.0,-20.0,-19.0,-11.0,-14.0,-21.0
-55.0,-7.0,-6.0,-2.0,-12.0,-13.0,-1.0,-8.0,-4.0,-6.0,10.0,-11.0,-27.0,-27.0,-39.0,-18.0,-19.0,-20.0,-25.0,-13.0,-5.0,-39.0,-29.0,-23.0,27.0,1.0,-2.0,35.0,37.0,23.0,-4.0,-2.0,-3.0,1.0,12.0,10.0,12.0,16.0,1.0,-10.0,-17.0,5.0,3.0,-47.0,7.0,-3.0,-12.0,-10.0,-8.0,-10.0,-2.0,-15.0,3.0,2.0,11.0,1.0,14.0,12.0,-7.0,-12.0,-8.0,2.0,-5.0,-12.0
-27.0,2.0,3.0,3.0,-1.0,-1.0,-17.0,11.0,11.0,2.0,15.0,-1.0,-16.0,-16.0,-32.0,-11.0,-11.0,-11.0,-17.0,-7.0,-5.0,-69.0,-54.0,-58.0,5.0,-12.0,-16.0,-27.0,-28.0,21.0,4.0,5.0,6.0,-1.0,1.0,-1.0,1.0,-3.0,13.0,-20.0,25.0,-8.0,5.0,-30.0,18.0,1.0,-3.0,-3.0,-2.0,-5.0,3.0,-8.0,10.0,12.0,20.0,13.0,20.0,18.0,1.0,2.0,-1.0,7.0,3.0,-2.0
-2.0,12.0,13.0,7.0,5.0,5.0,-2.0,27.0,22.0,7.0,18.0,6.0,-10.0,-11.0,-17.0,-7.0,-7.0,-8.0,-13.0,3.0,7.0,-64.0,-42.0,-58.0,13.0,-7.0,-7.0,-45.0,-43.0,12.0,5.0,6.0,5.0,1.0,-15.0,-17.0,-14.0,-18.0,-8.0,16.0,29.0,6.0,12.0,-32.0,25.0,13.0,-1.0,-8.0,-8.0,-11.0,-3.0,-9.0,11.0,16.0,33.0,7.0,12.0,12.0,-3.0,-3.0,-11.0,-4.0,-4.0,-10.0
-11.0,-2.0,-1.0,-1.0,-1.0,-3.0,18.0,13.0,8.0,-7.0,8.0,-4.0,-20.0,-21.0,-29.0,-22.0,-22.0,-23.0,-26.0,-8.0,-9.0,-78.0,-46.0,-64.0,-6.0,-24.0,-14.0,-23.0,-22.0,5.0,-9.0,-6.0,-8.0,-8.0,-44.0,-44.0,-40.0,-48.0,-33.0,1.0,17.0,6.0,-26.0,-43.0,-5.0,-1.0,-20.0,-22.0,-21.0,-23.0,-17.0,-25.0,-6.0,-3.0,8.0,-12.0,2.0,-2.0,-21.0,-25.0,-26.0,-18.0,-21.0,-33.0
-13.0,2.0,2.0,-1.0,5.0,5.0,-9.0,19.0,7.0,-7.0,12.0,8.0,-7.0,-8.0,-31.0,-18.0,-20.0,-20.0,-24.0,-4.0,-12.0,-95.0,-83.0,-121.0,-28.0,-14.0,-6.0,-70.0,-69.0,7.0,4.0,5.0,5.0,4.0,-20.0,-20.0,-15.0,-30.0,-22.0,-10.0,8.0,-5.0,-16.0,-35.0,6.0,-15.0,-14.0,-13.0,-13.0,-15.0,-10.0,-20.0,-4.0,-4.0,11.0,-5.0,10.0,2.0,-21.0,-24.0,-25.0,-17.0,-21.0,-29.0
-8.0,7.0,8.0,6.0,9.0,8.0,-9.0,10.0,9.0,-5.0,15.0,6.0,-10.0,-11.0,-35.0,-20.0,-20.0,-20.0,-27.0,-8.0,-16.0,-40.0,-10.0,-40.0,15.0,16.0,15.0,-8.0,-6.0,-2.0,4.0,6.0,5.0,10.0,0.0,-2.0,2.0,4.0,2.0,-12.0,2.0,-3.0,-14.0,-49.0,10.0,-24.0,-14.0,-14.0,-13.0,-14.0,-11.0,-26.0,-12.0,-12.0,-1.0,-3.0,14.0,2.0,-25.0,-29.0,-22.0,-15.0,-20.0,-24.0
-6.0,15.0,17.0,8.0,3.0,2.0,-5.0,30.0,29.0,6.0,21.0,4.0,-12.0,-12.0,-12.0,-4.0,-5.0,-4.0,-18.0,-6.0,-20.0,-44.0,12.0,-26.0,35.0,31.0,10.0,29.0,30.0,20.0,27.0,28.0,29.0,18.0,19.0,17.0,19.0,27.0,5.0,0.0,36.0,-22.0,17.0,-61.0,34.0,-13.0,16.0,17.0,18.0,18.0,18.0,1.0,8.0,4.0,-2.0,31.0,48.0,31.0,-2.0,-7.0,13.0,18.0,5.0,6.0
23.0,35.0,35.0,25.0,20.0,20.0,-2.0,69.0,50.0,26.0,34.0,18.0,1.0,2.0,9.0,11.0,10.0,9.0,-8.0,2.0,-15.0,-55.0,-37.0,-49.0,34.0,1.0,-8.0,-36.0,-36.0,22.0,13.0,14.0,12.0,4.0,8.0,6.0,6.0,4.0,-5.0,-14.0,33.0,-29.0,4.0,-36.0,34.0,-18.0,10.0,3.0,4.0,1.0,7.0,-10.0,-2.0,-4.0,4.0,15.0,29.0,22.0,-8.0,-8.0,1.0,13.0,4.0,3.0
-10.0,-5.0,-4.0,-5.0,-10.0,-12.0,-17.0,4.0,9.0,-5.0,5.0,-14.0,-28.0,-29.0,-29.0,-17.0,-18.0,-18.0,-23.0,-9.0,-17.0,-51.0,-50.0,-65.0,2.0,-30.0,-17.0,-31.0,-27.0,-27.0,-3.0,-1.0,-1.0,-12.0,-24.0,-25.0,-22.0,12.0,-27.0,-10.0,18.0,4.0,-13.0,-36.0,5.0,-2.0,-10.0,-7.0,-6.0,-8.0,5.0,-8.0,6.0,11.0,21.0,3.0,21.0,24.0,3.0,3.0,-2.0,17.0,13.0,3.0
8.0,5.0,4.0,2.0,-3.0,-2.0,-4.0,21.0,14.0,2.0,15.0,1.0,-16.0,-16.0,-32.0,-11.0,-12.0,-12.0,-5.0,12.0,-1.0,-42.0,-38.0,-47.0,-13.0,-21.0,-1.0,28.0,31.0,14.0,-1.0,2.0,1.0,3.0,-15.0,-15.0,-12.0,11.0,0.0,6.0,15.0,27.0,0.0,-46.0,4.0,14.0,-12.0,-1.0,1.0,-1.0,17.0,10.0,28.0,29.0,37.0,3.0,26.0,32.0,17.0,16.0,4.0,24.0,21.0,8.0
-32.0,8.0,10.0,24.0,28.0,28.0,31.0,32.0,20.0,15.0,34.0,29.0,12.0,13.0,-26.0,1.0,1.0,0.0,10.0,29.0,21.0,-23.0,-24.0,-18.0,40.0,20.0,19.0,41.0,42.0,31.0,9.0,10.0,10.0,19.0,18.0,15.0,16.0,18.0,1.0,41.0,16.0,15.0,1.0,-33.0,16.0,8.0,-7.0,2.0,2.0,-1.0,16.0,8.0,23.0,24.0,39.0,1.0,25.0,29.0,11.0,6.0,1.0,18.0,13.0,2.0
-5.0,14.0,15.0,18.0,18.0,16.0,34.0,29.0,20.0,8.0,27.0,15.0,-1.0,-1.0,-34.0,-7.0,-6.0,-7.0,-5.0,12.0,4.0,-51.0,-47.0,-29.0,33.0,13.0,12.0,-23.0,-23.0,8.0,12.0,12.0,12.0,12.0,8.0,6.0,8.0,-6.0,-14.0,11.0,-6.0,9.0,-17.0,-31.0,-10.0,7.0,-17.0,-5.0,-5.0,-6.0,6.0,-5.0,10.0,13.0,23.0,-3.0,21.0,24.0,0.0,-5.0,-2.0,12.0,6.0,-4.0
7.0,15.0,15.0,13.0,6.0,5.0,-3.0,29.0,24.0,10.0,24.0,5.0,-11.0,-12.0,-28.0,-3.0,-2.0,-4.0,-11.0,5.0,-5.0,-55.0,-4.0,-47.0,-18.0,-6.0,3.0,-23.0,-19.0,-6.0,17.0,18.0,18.0,12.0,-1.0,-3.0,-1.0,-10.0,-3.0,-5.0,-9.0,-2.0,-3.0,-39.0,1.0,3.0,-8.0,4.0,6.0,4.0,13.0,0.0,13.0,15.0,30.0,9.0,30.0,31.0,5.0,-1.0,5.0,20.0,12.0,5.0
