Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
17.0,20.0,25.0,3.0,12.0,3.0,-10.0,28.0,17.0,12.0,1.0,10.0,3.0,-20.0,5.0,2.0,6.0,6.0,-10.0,-8.0,-1.0,11.0,14.0,-1.0,24.0,34.0,26.0,10.0,20.0,25.0,24.0,25.0,31.0,22.0,12.0,-8.0,-54.0,-1.0,18.0,-17.0,20.0,-20.0,20.0,-3.0,14.0,-18.0,6.0,13.0,8.0,-15.0,-20.0,-17.0,-4.0,-16.0,-19.0,1.0,-2.0,-17.0,-6.0,-5.0,-10.0,-3.0,2.0,-7.0
21.0,18.0,20.0,-6.0,3.0,-11.0,-20.0,27.0,16.0,10.0,-3.0,1.0,-12.0,-25.0,14.0,9.0,7.0,2.0,-11.0,-12.0,-1.0,17.0,6.0,-21.0,27.0,28.0,19.0,-2.0,17.0,36.0,29.0,29.0,32.0,21.0,9.0,-13.0,-6.0,-3.0,32.0,-12.0,25.0,9.0,11.0,-4.0,31.0,15.0,15.0,32.0,20.0,-1.0,-7.0,-4.0,7.0,4.0,3.0,16.0,13.0,0.0,12.0,11.0,13.0,17.0,20.0,24.0
25.0,15.0,13.0,-11.0,-2.0,-8.0,-8.0,28.0,9.0,6.0,-5.0,-3.0,-12.0,-4.0,10.0,13.0,7.0,5.0,-5.0,-7.0,17.0,-11.0,1.0,-40.0,13.0,24.0,20.0,10.0,-31.0,32.0,22.0,21.0,29.0,22.0,19.0,12.0,18.0,2.0,24.0,7.0,28.0,28.0,22.0,-11.0,24.0,31.0,23.0,27.0,25.0,7.0,4.0,4.0,8.0,13.0,14.0,27.0,22.0,14.0,22.0,16.0,22.0,29.0,30.0,-11.0
15.0,8.0,13.0,-1.0,11.0,3.0,-3.0,25.0,8.0,7.0,5.0,13.0,5.0,4.0,7.0,15.0,17.0,19.0,13.0,8.0,25.0,-11.0,17.0,4.0,28.0,37.0,35.0,8.0,-27.0,35.0,25.0,26.0,37.0,35.0,38.0,34.0,18.0,-1.0,27.0,15.0,18.0,23.0,26.0,-2.0,23.0,22.0,16.0,23.0,19.0,7.0,8.0,5.0,12.0,13.0,11.0,10.0,12.0,13.0,30.0,17.0,11.0,29.0,31.0,26.0
23.0,-1.0,12.0,1.0,16.0,6.0,2.0,13.0,-2.0,1.0,1.0,12.0,10.0,1.0,0.0,-1.0,7.0,15.0,6.0,4.0,15.0,4.0,5.0,-4.0,18.0,22.0,17.0,2.0,6.0,21.0,7.0,9.0,25.0,23.0,20.0,4.0,19.0,7.0,17.0,7.0,8.0,9.0,22.0,-2.0,16.0,10.0,6.0,15.0,9.0,-2.0,-1.0,-3.0,-3.0,1.0,-2.0,7.0,5.0,1.0,19.0,3.0,11.0,25.0,17.0,5.0
7.0,-1.0,7.0,-2.0,10.0,-1.0,-6.0,17.0,2.0,2.0,-4.0,8.0,2.0,-12.0,-13.0,-2.0,7.0,13.0,0.0,-5.0,8.0,-18.0,4.0,-10.0,7.0,18.0,15.0,14.0,11.0,15.0,10.0,11.0,23.0,21.0,12.0,-3.0,-5.0,8.0,12.0,-4.0,11.0,4.0,25.0,-12.0,7.0,3.0,5.0,10.0,8.0,-4.0,-5.0,-4.0,-6.0,-1.0,-3.0,6.0,6.0,-2.0,16.0,7.0,12.0,21.0,17.0,-16.0
5.0,11.0,10.0,2.0,9.0,4.0,-3.0,21.0,8.0,4.0,-2.0,7.0,-1.0,-4.0,2.0,5.0,11.0,14.0,0.0,2.0,20.0,-3.0,7.0,-13.0,5.0,21.0,20.0,11.0,-11.0,17.0,10.0,10.0,24.0,18.0,13.0,9.0,-43.0,-17.0,14.0,3.0,-2.0,12.0,8.0,3.0,24.0,15.0,17.0,25.0,13.0,-3.0,-1.0,2.0,6.0,7.0,6.0,16.0,10.0,-2.0,21.0,21.0,21.0,25.0,26.0,42.0
10.0,1.0,1.0,-7.0,-3.0,-4.0,-7.0,15.0,-1.0,-6.0,-13.0,-7.0,-13.0,-13.0,6.0,2.0,-2.0,-1.0,-12.0,-10.0,10.0,-15.0,-16.0,-44.0,-6.0,3.0,-1.0,-7.0,-50.0,7.0,-13.0,-13.0,3.0,0.0,-6.0,5.0,-8.0,-26.0,2.0,-11.0,-2.0,-4.0,5.0,-2.0,11.0,0.0,15.0,17.0,6.0,-18.0,-12.0,-21.0,-19.0,-14.0,-16.0,16.0,2.0,-17.0,-8.0,-13.0,4.0,1.0,-5.0,-16.0
-12.0,-17.0,-21.0,-24.0,-21.0,-25.0,-21.0,13.0,-11.0,-17.0,-26.0,-23.0,-26.0,-34.0,-2.0,-6.0,-6.0,-4.0,-22.0,-20.0,-7.0,-29.0,-25.0,-51.0,-16.0,-7.0,-16.0,-45.0,-53.0,-6.0,-18.0,-18.0,-14.0,-17.0,-27.0,-18.0,-15.0,-31.0,-1.0,-17.0,3.0,-22.0,15.0,-13.0,7.0,-18.0,13.0,11.0,-2.0,-22.0,-10.0,-28.0,-18.0,-15.0,-16.0,3.0,-10.0,-17.0,-5.0,-7.0,-8.0,-8.0,-6.0,-7.0
3.0,-17.0,-17.0,-29.0,-22.0,-30.0,-30.0,17.0,-10.0,-14.0,-20.0,-22.0,-17.0,-17.0,16.0,1.0,2.0,5.0,-1.0,1.0,12.0,-16.0,-11.0,-41.0,-2.0,10.0,-5.0,-55.0,-16.0,22.0,-1.0,-2.0,4.0,-6.0,-14.0,-13.0,-11.0,-3.0,31.0,4.0,20.0,10.0,45.0,-2.0,36.0,19.0,20.0,23.0,12.0,-7.0,12.0,1.0,12.0,14.0,13.0,7.0,3.0,2.0,18.0,22.0,-3.0,12.0,22.0,27.0
11.0,-11.0,-8.0,-15.0,-8.0,-18.0,-21.0,16.0,-6.0,-9.0,-7.0,-11.0,-7.0,-16.0,8.0,-2.0,4.0,8.0,6.0,8.0,12.0,-60.0,-16.0,-50.0,-6.0,2.0,-5.0,-7.0,-48.0,0.0,-26.0,-26.0,-6.0,-4.0,-11.0,-13.0,29.0,3.0,8.0,-1.0,9.0,-17.0,36.0,7.0,7.0,-13.0,3.0,8.0,-1.0,-21.0,-3.0,-10.0,-15.0,-8.0,-11.0,-2.0,-13.0,-11.0,-1.0,-4.0,-14.0,5.0,6.0,-24.0
-17.0,-16.0,-13.0,-11.0,-3.0,-2.0,-10.0,7.0,-12.0,-13.0,-10.0,-3.0,2.0,-16.0,-1.0,-14.0,-4.0,5.0,-3.0,4.0,3.0,-20.0,-25.0,-78.0,-4.0,3.0,-5.0,-15.0,-33.0,-2.0,-29.0,-26.0,2.0,5.0,4.0,8.0,-8.0,1.0,7.0,6.0,6.0,1.0,18.0,4.0,12.0,4.0,-1.0,-2.0,-11.0,-29.0,-15.0,-14.0,-24.0,-6.0,-7.0,-5.0,-23.0,-22.0,-3.0,-1.0,-14.0,0.0,3.0,12.0
4.0,-10.0,-4.0,-6.0,3.0,7.0,-3.0,9.0,-10.0,-14.0,-11.0,2.0,7.0,-2.0,2.0,-17.0,-11.0,1.0,-4.0,2.0,12.0,4.0,-3.0,-55.0,1.0,14.0,5.0,-4.0,-38.0,18.0,-13.0,-12.0,12.0,8.0,6.0,6.0,34.0,3.0,26.0,4.0,18.0,17.0,36.0,5.0,24.0,17.0,4.0,-2.0,-5.0,-24.0,-15.0,-15.0,-13.0,5.0,3.0,-5.0,-18.0,-15.0,1.0,13.0,-15.0,-1.0,10.0,0.0
13.0,-1.0,-5.0,-3.0,1.0,-3.0,-13.0,18.0,1.0,-10.0,-11.0,-1.0,-2.0,-20.0,-11.0,-10.0,-6.0,5.0,-8.0,-4.0,4.0,-6.0,7.0,-15.0,13.0,11.0,5.0,-4.0,-64.0,22.0,-11.0,-10.0,12.0,6.0,2.0,14.0,68.0,-22.0,20.0,-2.0,19.0,1.0,47.0,5.0,5.0,-3.0,-16.0,-9.0,-8.0,-24.0,-14.0,-17.0,-20.0,-3.0,-5.0,-23.0,-21.0,-18.0,-7.0,7.0,-30.0,-9.0,2.0,-31.0
17.0,5.0,2.0,-3.0,1.0,4.0,4.0,15.0,1.0,-6.0,-5.0,-3.0,-7.0,-17.0,-6.0,-7.0,-2.0,5.0,-9.0,-5.0,-1.0,11.0,6.0,-21.0,14.0,12.0,7.0,-12.0,-64.0,29.0,-13.0,-12.0,13.0,4.0,-2.0,10.0,39.0,-27.0,16.0,-13.0,8.0,-8.0,29.0,-16.0,8.0,-8.0,-11.0,-2.0,-4.0,-18.0,-12.0,-12.0,-21.0,-7.0,-8.0,-4.0,-9.0,-14.0,-5.0,7.0,-7.0,3.0,5.0,24.0
16.0,-6.0,-12.0,-21.0,-16.0,-32.0,-24.0,6.0,-10.0,-16.0,-15.0,-23.0,-27.0,-29.0,-4.0,-6.0,-3.0,-3.0,-15.0,-10.0,-6.0,4.0,-3.0,-22.0,3.0,-7.0,-7.0,-1.0,-13.0,23.0,-27.0,-27.0,-7.0,-16.0,-29.0,-39.0,-48.0,1.0,7.0,-16.0,5.0,-14.0,30.0,-5.0,1.0,-10.0,-4.0,-1.0,-2.0,-17.0,-11.0,-13.0,-25.0,-8.0,-9.0,3.0,-7.0,-13.0,-7.0,-2.0,-2.0,6.0,2.0,-14.0
-23.0,-35.0,-40.0,-42.0,-34.0,-56.0,-48.0,-9.0,-26.0,-32.0,-31.0,-37.0,-33.0,-39.0,-22.0,-15.0,-10.0,-7.0,-16.0,-10.0,-8.0,-22.0,-15.0,-30.0,-7.0,-33.0,-24.0,-15.0,-19.0,-3.0,-52.0,-50.0,-30.0,-32.0,-37.0,-45.0,-67.0,-4.0,-11.0,-22.0,3.0,-14.0,21.0,10.0,-2.0,-16.0,-1.0,7.0,0.0,-15.0,-7.0,-12.0,-18.0,-10.0,-11.0,8.0,1.0,-7.0,-1.0,3.0,2.0,11.0,8.0,12.0
-13.0,-43.0,-36.0,-34.0,-22.0,-25.0,-22.0,-3.0,-25.0,-26.0,-23.0,-20.0,-16.0,-18.0,1.0,-7.0,-6.0,2.0,1.0,2.0,3.0,-45.0,-7.0,-32.0,-3.0,-16.0,-6.0,-18.0,-53.0,3.0,-33.0,-30.0,-8.0,-7.0,-1.0,6.0,32.0,-10.0,4.0,13.0,8.0,13.0,27.0,-3.0,19.0,9.0,12.0,19.0,16.0,3.0,6.0,3.0,10.0,7.0,6.0,14.0,12.0,7.0,11.0,13.0,9.0,17.0,18.0,23.0
1.0,-13.0,-5.0,-2.0,14.0,15.0,8.0,10.0,-4.0,3.0,5.0,15.0,20.0,16.0,-2.0,7.0,12.0,20.0,26.0,28.0,25.0,-12.0,5.0,-17.0,4.0,-2.0,14.0,27.0,-11.0,7.0,-7.0,-8.0,15.0,16.0,20.0,22.0,22.0,9.0,-3.0,26.0,-5.0,18.0,25.0,2.0,-8.0,18.0,-9.0,1.0,14.0,5.0,10.0,12.0,13.0,14.0,11.0,-9.0,-2.0,1.0,11.0,17.0,-10.0,6.0,9.0,-34.0
-9.0,4.0,10.0,14.0,26.0,24.0,31.0,14.0,8.0,14.0,17.0,22.0,26.0,15.0,-11.0,12.0,19.0,24.0,27.0,28.0,21.0,20.0,6.0,-20.0,-2.0,3.0,21.0,20.0,20.0,3.0,-1.0,-2.0,23.0,23.0,22.0,18.0,24.0,2.0,1.0,2.0,-2.0,-16.0,26.0,-7.0,7.0,-13.0,-5.0,13.0,12.0,-2.0,5.0,1.0,0.0,-5.0,-7.0,3.0,-2.0,-10.0,-3.0,3.0,-2.0,6.0,5.0,21.0
