Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
32.0,-20.0,9.0,16.0,8.0,7.0,5.0,17.0,28.0,-2.0,-16.0,22.0,11.0,-26.0,-16.0,-15.0,-29.0,-3.0,2.0,11.0,-45.0,8.0,53.0,4.0,17.0,-35.0,-11.0,0.0,-11.0,5.0,-2.0,6.0,11.0,11.0,1.0,-3.0,4.0,3.0,-1.0,-29.0,6.0,-10.0,-5.0,21.0,-72.0,-2.0,-5.0,0.0,-19.0,-25.0,36.0,7.0,23.0,-16.0,-13.0,-7.0,7.0,33.0,5.0,-2.0,-22.0,-5.0,23.0,5.0
23.0,-30.0,2.0,8.0,-3.0,-2.0,-8.0,17.0,22.0,-5.0,-16.0,22.0,11.0,-28.0,-13.0,-8.0,-24.0,2.0,7.0,12.0,-41.0,0.0,50.0,0.0,13.0,-38.0,-20.0,-11.0,-22.0,5.0,-4.0,0.0,4.0,4.0,-9.0,-12.0,-6.0,-7.0,-1.0,-37.0,12.0,-15.0,3.0,21.0,-36.0,-2.0,8.0,10.0,-8.0,-14.0,37.0,6.0,27.0,-15.0,-12.0,4.0,14.0,36.0,6.0,-1.0,-12.0,5.0,24.0,14.0
20.0,-39.0,-6.0,1.0,-12.0,-11.0,-20.0,16.0,15.0,-8.0,-22.0,16.0,3.0,-36.0,-10.0,-6.0,-30.0,-3.0,-3.0,4.0,-48.0,-5.0,42.0,-3.0,15.0,-51.0,-29.0,-22.0,-27.0,-3.0,-19.0,-15.0,-9.0,-9.0,-21.0,-23.0,-12.0,-13.0,-5.0,-46.0,10.0,-21.0,-2.0,15.0,-38.0,-14.0,6.0,6.0,-17.0,-22.0,21.0,-8.0,14.0,-30.0,-26.0,-4.0,4.0,25.0,-8.0,-15.0,-23.0,-10.0,7.0,2.0
7.0,-49.0,-20.0,-14.0,-23.0,-21.0,-28.0,18.0,13.0,-12.0,-32.0,3.0,-7.0,-43.0,-10.0,-6.0,-34.0,-7.0,-13.0,-5.0,-57.0,-13.0,35.0,-6.0,3.0,-58.0,-39.0,-28.0,-28.0,-10.0,-26.0,-23.0,-16.0,-16.0,-27.0,-30.0,-12.0,-13.0,-6.0,-44.0,6.0,-22.0,-2.0,15.0,-50.0,-17.0,-1.0,7.0,-16.0,-21.0,18.0,-6.0,8.0,-29.0,-29.0,1.0,8.0,27.0,-8.0,-15.0,-16.0,-7.0,5.0,3.0
13.0,-48.0,-23.0,-20.0,-24.0,-19.0,-27.0,23.0,16.0,-11.0,-37.0,2.0,-6.0,-39.0,-6.0,-2.0,-30.0,-8.0,-15.0,-5.0,-58.0,-3.0,46.0,-3.0,14.0,-51.0,-45.0,-26.0,-28.0,-3.0,-24.0,-17.0,-12.0,-10.0,-27.0,-30.0,-7.0,-9.0,-3.0,-32.0,13.0,-20.0,1.0,20.0,-36.0,-15.0,6.0,11.0,-15.0,-21.0,13.0,-8.0,9.0,-26.0,-26.0,5.0,12.0,26.0,-12.0,-16.0,-10.0,-1.0,3.0,8.0
17.0,-45.0,-24.0,-19.0,-23.0,-15.0,-20.0,29.0,22.0,-13.0,-40.0,0.0,-5.0,-39.0,-1.0,-4.0,-31.0,-12.0,-18.0,-5.0,-55.0,-6.0,44.0,-2.0,8.0,-49.0,-48.0,-20.0,-25.0,-6.0,-23.0,-17.0,-11.0,-10.0,-24.0,-26.0,-6.0,-8.0,-12.0,-33.0,14.0,-19.0,-3.0,14.0,-43.0,-17.0,0.0,3.0,-22.0,-27.0,4.0,-14.0,4.0,-34.0,-29.0,-5.0,4.0,17.0,-22.0,-20.0,-22.0,-8.0,-6.0,2.0
13.0,-44.0,-18.0,-15.0,-20.0,-11.0,-12.0,26.0,24.0,-12.0,-33.0,3.0,-3.0,-37.0,0.0,-3.0,-29.0,-11.0,-18.0,-2.0,-50.0,-3.0,46.0,2.0,1.0,-41.0,-39.0,-7.0,-17.0,-3.0,-18.0,-10.0,-4.0,-4.0,-14.0,-16.0,1.0,0.0,5.0,-33.0,16.0,-13.0,6.0,20.0,-42.0,-8.0,8.0,11.0,-12.0,-17.0,11.0,-7.0,8.0,-31.0,-29.0,5.0,13.0,15.0,-18.0,-14.0,-12.0,1.0,1.0,6.0
26.0,-33.0,-5.0,-2.0,-11.0,-2.0,-7.0,32.0,33.0,-2.0,-20.0,13.0,5.0,-32.0,6.0,4.0,-21.0,-6.0,-17.0,3.0,-41.0,10.0,53.0,12.0,21.0,-31.0,-26.0,3.0,-7.0,6.0,-6.0,3.0,7.0,8.0,-4.0,-7.0,12.0,12.0,16.0,-29.0,20.0,-7.0,13.0,26.0,-32.0,-9.0,12.0,14.0,-12.0,-17.0,7.0,-3.0,13.0,-29.0,-25.0,4.0,9.0,6.0,-21.0,-14.0,-15.0,1.0,-1.0,7.0
29.0,-30.0,1.0,4.0,-5.0,1.0,-3.0,32.0,37.0,3.0,-20.0,12.0,5.0,-31.0,6.0,1.0,-25.0,-11.0,-19.0,4.0,-35.0,-1.0,48.0,10.0,17.0,-39.0,-28.0,6.0,-9.0,0.0,-12.0,1.0,5.0,5.0,-4.0,-7.0,11.0,11.0,9.0,-27.0,15.0,-7.0,12.0,23.0,-41.0,-10.0,14.0,16.0,-14.0,-20.0,0.0,1.0,13.0,-23.0,-14.0,7.0,10.0,5.0,-17.0,-18.0,-14.0,2.0,-1.0,8.0
30.0,-24.0,2.0,4.0,-5.0,2.0,1.0,41.0,48.0,8.0,-21.0,14.0,2.0,-32.0,16.0,3.0,-25.0,-11.0,-16.0,7.0,-33.0,3.0,50.0,12.0,14.0,-36.0,-27.0,12.0,-10.0,4.0,-7.0,3.0,8.0,8.0,-5.0,-7.0,9.0,8.0,15.0,-29.0,16.0,-6.0,25.0,29.0,-35.0,-4.0,23.0,24.0,-6.0,-11.0,-1.0,2.0,13.0,-26.0,-14.0,15.0,12.0,12.0,-17.0,-26.0,-11.0,-1.0,-1.0,5.0
