Fc5.,Fc3.,Fc1.,Fcz.,Fc2.,Fc4.,Fc6.,C5..,C3..,C1..,Cz..,C2..,C4..,C6..,Cp5.,Cp3.,Cp1.,Cpz.,Cp2.,Cp4.,Cp6.,Fp1.,Fpz.,Fp2.,Af7.,Af3.,Afz.,Af4.,Af8.,F7..,F5..,F3..,F1..,Fz..,F2..,F4..,F6..,F8..,Ft7.,Ft8.,T7..,T8..,T9..,T10.,Tp7.,Tp8.,P7..,P5..,P3..,P1..,Pz..,P2..,P4..,P6..,P8..,Po7.,Po3.,Poz.,Po4.,Po8.,O1..,Oz..,O2..,Iz..
-12.0,13.0,15.0,35.0,35.0,6.0,5.0,-9.0,-9.0,46.0,41.0,12.0,29.0,14.0,1.0,18.0,17.0,33.0,20.0,39.0,2.0,-63.0,-42.0,-51.0,-69.0,-26.0,-20.0,-46.0,-62.0,-45.0,-26.0,14.0,-7.0,4.0,2.0,0.0,-4.0,-22.0,3.0,172.0,15.0,-4.0,-7.0,-7.0,4.0,6.0,5.0,15.0,14.0,23.0,23.0,45.0,22.0,-18.0,-9.0,-5.0,12.0,10.0,26.0,-12.0,6.0,3.0,-3.0,-5.0
11.0,19.0,12.0,26.0,27.0,-3.0,-4.0,-6.0,-8.0,43.0,37.0,8.0,27.0,11.0,-7.0,20.0,12.0,29.0,14.0,34.0,-1.0,-71.0,-54.0,-63.0,-58.0,-46.0,-31.0,-61.0,-73.0,-70.0,-42.0,3.0,-27.0,-10.0,-13.0,-15.0,-16.0,-26.0,-32.0,157.0,-12.0,-9.0,-26.0,-13.0,-20.0,-3.0,-13.0,-3.0,-6.0,5.0,6.0,31.0,9.0,-22.0,-12.0,-20.0,-3.0,-3.0,18.0,-15.0,-6.0,-7.0,-10.0,-14.0
-17.0,-1.0,-8.0,7.0,7.0,-18.0,-20.0,-28.0,-26.0,24.0,20.0,-7.0,17.0,7.0,-19.0,11.0,-1.0,20.0,8.0,25.0,1.0,-77.0,-61.0,-53.0,-59.0,-52.0,-35.0,-63.0,-63.0,-76.0,-55.0,-24.0,-35.0,-18.0,-13.0,-14.0,1.0,-8.0,-16.0,166.0,-6.0,-1.0,-1.0,-5.0,-4.0,8.0,-1.0,12.0,5.0,17.0,14.0,44.0,25.0,-2.0,10.0,3.0,17.0,20.0,39.0,11.0,16.0,21.0,16.0,14.0
-8.0,3.0,4.0,21.0,20.0,6.0,4.0,-2.0,-7.0,37.0,33.0,8.0,33.0,24.0,7.0,29.0,15.0,37.0,23.0,35.0,15.0,-49.0,-51.0,-31.0,-49.0,-56.0,-12.0,-39.0,-62.0,-41.0,-24.0,7.0,-9.0,-2.0,5.0,3.0,7.0,-3.0,-1.0,175.0,14.0,11.0,-3.0,5.0,10.0,17.0,4.0,16.0,8.0,18.0,15.0,44.0,22.0,-5.0,7.0,-2.0,8.0,8.0,31.0,-3.0,6.0,7.0,1.0,-3.0
-4.0,-3.0,-4.0,15.0,14.0,-10.0,-11.0,-24.0,-25.0,21.0,20.0,-8.0,15.0,8.0,-15.0,5.0,-5.0,15.0,4.0,20.0,-1.0,-72.0,-62.0,-50.0,-73.0,-23.0,-37.0,-73.0,-89.0,-70.0,-51.0,-22.0,-44.0,-29.0,-20.0,-21.0,-37.0,-30.0,-24.0,147.0,-8.0,-5.0,-13.0,-3.0,-19.0,-2.0,-11.0,-6.0,-12.0,-2.0,-1.0,26.0,3.0,-25.0,-6.0,-15.0,-4.0,-8.0,17.0,-17.0,-5.0,-3.0,-13.0,-12.0
-24.0,-8.0,-8.0,14.0,15.0,-14.0,-15.0,-25.0,-22.0,30.0,29.0,-1.0,20.0,8.0,-8.0,13.0,6.0,26.0,13.0,32.0,-2.0,-58.0,-52.0,-51.0,-53.0,12.0,-30.0,-80.0,-97.0,-36.0,-20.0,-1.0,-26.0,-11.0,-10.0,-10.0,-32.0,-21.0,-2.0,134.0,3.0,5.0,-6.0,4.0,-9.0,7.0,4.0,11.0,9.0,17.0,18.0,43.0,20.0,-12.0,6.0,-1.0,11.0,6.0,33.0,-4.0,10.0,8.0,1.0,1.0
-10.0,12.0,11.0,26.0,27.0,-1.0,-3.0,-11.0,-4.0,47.0,43.0,8.0,29.0,17.0,2.0,23.0,21.0,37.0,20.0,37.0,5.0,-44.0,-49.0,-46.0,-55.0,-3.0,-13.0,-65.0,-79.0,-55.0,-30.0,6.0,-8.0,-4.0,-1.0,-3.0,-11.0,-11.0,-8.0,-136.0,10.0,1.0,11.0,6.0,6.0,13.0,10.0,15.0,8.0,16.0,17.0,43.0,21.0,-11.0,5.0,4.0,12.0,6.0,32.0,-3.0,9.0,7.0,1.0,-2.0
6.0,14.0,10.0,21.0,20.0,-1.0,-3.0,0.0,-5.0,36.0,31.0,1.0,23.0,17.0,7.0,21.0,15.0,32.0,17.0,30.0,8.0,-56.0,-55.0,-47.0,-69.0,-17.0,-16.0,-65.0,-79.0,-61.0,-31.0,-5.0,-15.0,-16.0,-8.0,-10.0,-17.0,-17.0,-20.0,-297.0,13.0,-3.0,-13.0,-1.0,4.0,11.0,6.0,14.0,5.0,14.0,18.0,48.0,24.0,-5.0,13.0,7.0,16.0,16.0,42.0,11.0,16.0,21.0,15.0,14.0
-20.0,-3.0,1.0,14.0,13.0,-2.0,-3.0,-20.0,-14.0,29.0,26.0,5.0,25.0,23.0,-3.0,15.0,15.0,34.0,25.0,39.0,13.0,-64.0,-42.0,-40.0,-65.0,-12.0,-17.0,-56.0,-68.0,-56.0,-33.0,-3.0,-8.0,-10.0,1.0,-1.0,-3.0,6.0,0.0,-241.0,6.0,7.0,3.0,4.0,-7.0,20.0,13.0,27.0,17.0,22.0,29.0,59.0,32.0,2.0,21.0,16.0,28.0,24.0,44.0,12.0,26.0,26.0,18.0,16.0
-9.0,4.0,4.0,16.0,15.0,-5.0,-6.0,-14.0,-8.0,31.0,29.0,4.0,20.0,17.0,8.0,19.0,17.0,32.0,19.0,35.0,5.0,-59.0,-46.0,-49.0,-68.0,-8.0,-24.0,-69.0,-83.0,-54.0,-35.0,-1.0,-8.0,-15.0,-11.0,-13.0,-27.0,-22.0,-4.0,-248.0,12.0,4.0,15.0,4.0,10.0,18.0,20.0,29.0,20.0,25.0,29.0,53.0,27.0,-5.0,11.0,23.0,32.0,27.0,42.0,10.0,35.0,32.0,21.0,29.0
